LAT,LON,YEAR,MO,DY,RH2M,T2M
6.79601,79.90121,2015,8,23,85.88,27.24
6.79601,79.90121,2015,8,24,83.37,27.27
6.79601,79.90121,2015,8,25,83.49,27.31
6.79601,79.90121,2015,8,26,85.67,27.17
6.79601,79.90121,2015,8,27,85.51,27.25
6.79601,79.90121,2015,8,28,85.04,27.12
6.79601,79.90121,2015,8,29,84.28,27.38
6.79601,79.90121,2015,8,30,84.77,27.38
6.79601,79.90121,2015,8,31,84.35,27.38
6.79601,79.90121,2015,9,1,87.05,27.3
6.79601,79.90121,2015,9,2,84.35,27.67
6.79601,79.90121,2015,9,3,87.04,27.36
6.79601,79.90121,2015,9,4,86.85,26.52
6.79601,79.90121,2015,9,5,87.11,26.57
6.79601,79.90121,2015,9,6,84.88,26.44
6.79601,79.90121,2015,9,7,78.38,26.28
6.79601,79.90121,2015,9,8,80.44,26.73
6.79601,79.90121,2015,9,9,85.54,26.94
6.79601,79.90121,2015,9,10,86.87,26.99
6.79601,79.90121,2015,9,11,85.03,27.03
6.79601,79.90121,2015,9,12,85.58,27.18
6.79601,79.90121,2015,9,13,85.56,27.24
6.79601,79.90121,2015,9,14,86.22,27.37
6.79601,79.90121,2015,9,15,85.99,27.45
6.79601,79.90121,2015,9,16,84,27.77
6.79601,79.90121,2015,9,17,84.15,27.96
6.79601,79.90121,2015,9,18,85.9,26.93
6.79601,79.90121,2015,9,19,86.7,26.96
6.79601,79.90121,2015,9,20,89.24,26.84
6.79601,79.90121,2015,9,21,85.7,27.11
6.79601,79.90121,2015,9,22,82.83,27.2
6.79601,79.90121,2015,9,23,86.45,27.14
6.79601,79.90121,2015,9,24,86.12,26.71
6.79601,79.90121,2015,9,25,86.2,26.72
6.79601,79.90121,2015,9,26,88.56,26.42
6.79601,79.90121,2015,9,27,87.18,26.56
6.79601,79.90121,2015,9,28,85.96,26.64
6.79601,79.90121,2015,9,29,87.54,25.96
6.79601,79.90121,2015,9,30,82.77,26.58
6.79601,79.90121,2015,10,1,84.38,27.03
6.79601,79.90121,2015,10,2,84.99,27.12
6.79601,79.90121,2015,10,3,87.29,27.07
6.79601,79.90121,2015,10,4,86.71,27.37
6.79601,79.90121,2015,10,5,85.28,27.4
6.79601,79.90121,2015,10,6,84.85,27.49
6.79601,79.90121,2015,10,7,88.06,27.16
6.79601,79.90121,2015,10,8,85.13,27.08
6.79601,79.90121,2015,10,9,83.59,26.93
6.79601,79.90121,2015,10,10,84.25,27.18
6.79601,79.90121,2015,10,11,83.6,27.48
6.79601,79.90121,2015,10,12,83.84,27.35
6.79601,79.90121,2015,10,13,86.45,26.97
6.79601,79.90121,2015,10,14,86.42,26.75
6.79601,79.90121,2015,10,15,83.72,26.82
6.79601,79.90121,2015,10,16,82.93,26.78
6.79601,79.90121,2015,10,17,83.24,27.18
6.79601,79.90121,2015,10,18,85.1,27.14
6.79601,79.90121,2015,10,19,83.85,27.44
6.79601,79.90121,2015,10,20,87.27,26.95
6.79601,79.90121,2015,10,21,87.06,26.69
6.79601,79.90121,2015,10,22,86.78,26.59
6.79601,79.90121,2015,10,23,88.45,26.13
6.79601,79.90121,2015,10,24,86.95,26.46
6.79601,79.90121,2015,10,25,90.51,26.16
6.79601,79.90121,2015,10,26,86.97,25.55
6.79601,79.90121,2015,10,27,86.21,26.13
6.79601,79.90121,2015,10,28,83.39,26.85
6.79601,79.90121,2015,10,29,85.4,26.79
6.79601,79.90121,2015,10,30,87,25.91
6.79601,79.90121,2015,10,31,87.47,26.49
6.79601,79.90121,2015,11,1,86.48,26.45
6.79601,79.90121,2015,11,2,88.14,26.12
6.79601,79.90121,2015,11,3,85.14,26.58
6.79601,79.90121,2015,11,4,81.29,26.99
6.79601,79.90121,2015,11,5,85.13,27.06
6.79601,79.90121,2015,11,6,85.76,26.81
6.79601,79.90121,2015,11,7,86.35,26.71
6.79601,79.90121,2015,11,8,88.67,26.23
6.79601,79.90121,2015,11,9,85.12,26.52
6.79601,79.90121,2015,11,10,85.81,27.15
6.79601,79.90121,2015,11,11,86.81,26.47
6.79601,79.90121,2015,11,12,84.14,27
6.79601,79.90121,2015,11,13,87.81,26.49
6.79601,79.90121,2015,11,14,88.94,25.85
6.79601,79.90121,2015,11,15,88.41,25.88
6.79601,79.90121,2015,11,16,87.42,26.49
6.79601,79.90121,2015,11,17,85.86,27.24
6.79601,79.90121,2015,11,18,83.94,27.26
6.79601,79.90121,2015,11,19,83.62,27.38
6.79601,79.90121,2015,11,20,76.14,27.49
6.79601,79.90121,2015,11,21,80.23,26.98
6.79601,79.90121,2015,11,22,82.76,27.16
6.79601,79.90121,2015,11,23,82.11,27.64
6.79601,79.90121,2015,11,24,82.55,27.42
6.79601,79.90121,2015,11,25,82.67,27.59
6.79601,79.90121,2015,11,26,82.55,27.18
6.79601,79.90121,2015,11,27,82.18,27.1
6.79601,79.90121,2015,11,28,86.11,26.6
6.79601,79.90121,2015,11,29,84.29,26.74
6.79601,79.90121,2015,11,30,88.82,26.75
6.79601,79.90121,2015,12,1,89.04,26.76
6.79601,79.90121,2015,12,2,87.48,26.7
6.79601,79.90121,2015,12,3,87.21,26.66
6.79601,79.90121,2015,12,4,90.17,26.85
6.79601,79.90121,2015,12,5,91.06,26.82
6.79601,79.90121,2015,12,6,84.65,26.67
6.79601,79.90121,2015,12,7,85.35,26.52
6.79601,79.90121,2015,12,8,88.25,26.62
6.79601,79.90121,2015,12,9,85.58,27.06
6.79601,79.90121,2015,12,10,87.53,27.05
6.79601,79.90121,2015,12,11,85.4,26.97
6.79601,79.90121,2015,12,12,84.22,27.32
6.79601,79.90121,2015,12,13,85.85,27.15
6.79601,79.90121,2015,12,14,84.58,26.89
6.79601,79.90121,2015,12,15,83.64,27.18
6.79601,79.90121,2015,12,16,86.12,26.77
6.79601,79.90121,2015,12,17,79.17,27.4
6.79601,79.90121,2015,12,18,78.57,26.94
6.79601,79.90121,2015,12,19,80.52,26.72
6.79601,79.90121,2015,12,20,81.2,27
6.79601,79.90121,2015,12,21,80.29,27.07
6.79601,79.90121,2015,12,22,75.7,27
6.79601,79.90121,2015,12,23,74.46,26.87
6.79601,79.90121,2015,12,24,71.21,26.81
6.79601,79.90121,2015,12,25,75.42,26.9
6.79601,79.90121,2015,12,26,82.51,26.98
6.79601,79.90121,2015,12,27,86.32,26.96
6.79601,79.90121,2015,12,28,84.48,27.32
6.79601,79.90121,2015,12,29,84.92,27.49
6.79601,79.90121,2015,12,30,82.39,27.24
6.79601,79.90121,2015,12,31,83,27.03
6.79601,79.90121,2016,1,1,84.05,27
6.79601,79.90121,2016,1,2,84.67,26.8
6.79601,79.90121,2016,1,3,82.47,26.75
6.79601,79.90121,2016,1,4,83.29,27.02
6.79601,79.90121,2016,1,5,85.77,27.07
6.79601,79.90121,2016,1,6,86.4,27.11
6.79601,79.90121,2016,1,7,86.8,26.49
6.79601,79.90121,2016,1,8,85.74,26.22
6.79601,79.90121,2016,1,9,80.45,26.98
6.79601,79.90121,2016,1,10,81.37,27.04
6.79601,79.90121,2016,1,11,81.7,26.69
6.79601,79.90121,2016,1,12,79.7,26.49
6.79601,79.90121,2016,1,13,78.21,26.14
6.79601,79.90121,2016,1,14,77.61,25.92
6.79601,79.90121,2016,1,15,77.1,25.81
6.79601,79.90121,2016,1,16,80.89,25.97
6.79601,79.90121,2016,1,17,77.11,26.33
6.79601,79.90121,2016,1,18,76.52,26.14
6.79601,79.90121,2016,1,19,76.75,26.59
6.79601,79.90121,2016,1,20,77.58,26.93
6.79601,79.90121,2016,1,21,78.27,27.29
6.79601,79.90121,2016,1,22,77.98,27.15
6.79601,79.90121,2016,1,23,83.16,27.3
6.79601,79.90121,2016,1,24,84.75,27.47
6.79601,79.90121,2016,1,25,81.96,27.66
6.79601,79.90121,2016,1,26,78.49,27.77
6.79601,79.90121,2016,1,27,75.52,27
6.79601,79.90121,2016,1,28,72.66,26.14
6.79601,79.90121,2016,1,29,76.46,26.25
6.79601,79.90121,2016,1,30,74.13,26.15
6.79601,79.90121,2016,1,31,78.68,26.42
6.79601,79.90121,2016,2,1,77.25,26.72
6.79601,79.90121,2016,2,2,76.5,26.31
6.79601,79.90121,2016,2,3,74.2,25.81
6.79601,79.90121,2016,2,4,72.46,26.1
6.79601,79.90121,2016,2,5,75.48,26.65
6.79601,79.90121,2016,2,6,77.76,27.41
6.79601,79.90121,2016,2,7,80.61,27.35
6.79601,79.90121,2016,2,8,79.33,27.79
6.79601,79.90121,2016,2,9,83.19,27.52
6.79601,79.90121,2016,2,10,81.18,27.5
6.79601,79.90121,2016,2,11,78.34,27.17
6.79601,79.90121,2016,2,12,74.94,26.95
6.79601,79.90121,2016,2,13,72.6,26.71
6.79601,79.90121,2016,2,14,74.92,27.26
6.79601,79.90121,2016,2,15,80.37,27.4
6.79601,79.90121,2016,2,16,79.29,27.29
6.79601,79.90121,2016,2,17,85.63,27.11
6.79601,79.90121,2016,2,18,84.12,27.79
6.79601,79.90121,2016,2,19,80.01,27.78
6.79601,79.90121,2016,2,20,78.87,27.62
6.79601,79.90121,2016,2,21,75.44,27.9
6.79601,79.90121,2016,2,22,73.57,28.06
6.79601,79.90121,2016,2,23,71.12,26.95
6.79601,79.90121,2016,2,24,73.89,27.56
6.79601,79.90121,2016,2,25,80.02,28.05
6.79601,79.90121,2016,2,26,75.72,28.05
6.79601,79.90121,2016,2,27,76.12,27.96
6.79601,79.90121,2016,2,28,76.79,28.11
6.79601,79.90121,2016,2,29,79.13,28.05
6.79601,79.90121,2016,3,1,77.36,28.11
6.79601,79.90121,2016,3,2,75.75,28.15
6.79601,79.90121,2016,3,3,75.79,28.27
6.79601,79.90121,2016,3,4,76.71,28.47
6.79601,79.90121,2016,3,5,77.04,28.09
6.79601,79.90121,2016,3,6,75.52,28.18
6.79601,79.90121,2016,3,7,78.48,27.89
6.79601,79.90121,2016,3,8,80.8,27.55
6.79601,79.90121,2016,3,9,78.46,27.76
6.79601,79.90121,2016,3,10,79.21,28.32
6.79601,79.90121,2016,3,11,81.1,28.07
6.79601,79.90121,2016,3,12,80.36,28
6.79601,79.90121,2016,3,13,81.13,27.91
6.79601,79.90121,2016,3,14,81.68,27.97
6.79601,79.90121,2016,3,15,80.97,27.84
6.79601,79.90121,2016,3,16,76.32,28.35
6.79601,79.90121,2016,3,17,74.3,28.64
6.79601,79.90121,2016,3,18,73.63,28.56
6.79601,79.90121,2016,3,19,76.94,28.12
6.79601,79.90121,2016,3,20,74.55,28.2
6.79601,79.90121,2016,3,21,77.11,28.27
6.79601,79.90121,2016,3,22,78,28.63
6.79601,79.90121,2016,3,23,77.52,28.52
6.79601,79.90121,2016,3,24,73.79,28.86
6.79601,79.90121,2016,3,25,74.79,28.44
6.79601,79.90121,2016,3,26,73.77,28.5
6.79601,79.90121,2016,3,27,72.07,28.73
6.79601,79.90121,2016,3,28,75.37,28.95
6.79601,79.90121,2016,3,29,76.46,29.14
6.79601,79.90121,2016,3,30,79.02,28.65
6.79601,79.90121,2016,3,31,79.01,28.33
6.79601,79.90121,2016,4,1,80.53,28.12
6.79601,79.90121,2016,4,2,80.12,28.14
6.79601,79.90121,2016,4,3,77.35,28.65
6.79601,79.90121,2016,4,4,77.59,28.76
6.79601,79.90121,2016,4,5,82.45,28.37
6.79601,79.90121,2016,4,6,81.36,28.49
6.79601,79.90121,2016,4,7,78.27,28.99
6.79601,79.90121,2016,4,8,80.49,29.03
6.79601,79.90121,2016,4,9,77.77,29.13
6.79601,79.90121,2016,4,10,79.39,28.7
6.79601,79.90121,2016,4,11,79.56,28.72
6.79601,79.90121,2016,4,12,83.38,28.86
6.79601,79.90121,2016,4,13,83.28,29.08
6.79601,79.90121,2016,4,14,81.74,29.32
6.79601,79.90121,2016,4,15,79.39,29.41
6.79601,79.90121,2016,4,16,78.28,29.56
6.79601,79.90121,2016,4,17,80.92,29.12
6.79601,79.90121,2016,4,18,79.24,29.15
6.79601,79.90121,2016,4,19,80.95,29.03
6.79601,79.90121,2016,4,20,82.81,28.6
6.79601,79.90121,2016,4,21,80.92,28.96
6.79601,79.90121,2016,4,22,83.18,29.09
6.79601,79.90121,2016,4,23,83.16,29.52
6.79601,79.90121,2016,4,24,81.42,29.6
6.79601,79.90121,2016,4,25,79.52,29.51
6.79601,79.90121,2016,4,26,78.74,29.32
6.79601,79.90121,2016,4,27,79.83,28.69
6.79601,79.90121,2016,4,28,78.91,29.07
6.79601,79.90121,2016,4,29,77.65,29.32
6.79601,79.90121,2016,4,30,80.98,28.89
6.79601,79.90121,2016,5,1,83.37,28.67
6.79601,79.90121,2016,5,2,83.25,28.91
6.79601,79.90121,2016,5,3,83.49,29.04
6.79601,79.90121,2016,5,4,83,28.94
6.79601,79.90121,2016,5,5,82.14,28.99
6.79601,79.90121,2016,5,6,84.94,28.62
6.79601,79.90121,2016,5,7,78.43,28.74
6.79601,79.90121,2016,5,8,77.1,29.24
6.79601,79.90121,2016,5,9,82.22,28.16
6.79601,79.90121,2016,5,10,79.04,28.26
6.79601,79.90121,2016,5,11,86.79,27.38
6.79601,79.90121,2016,5,12,86.91,27.39
6.79601,79.90121,2016,5,13,83.58,28.43
6.79601,79.90121,2016,5,14,83.69,28.61
6.79601,79.90121,2016,5,15,84.16,27.34
6.79601,79.90121,2016,5,16,85.36,27.92
6.79601,79.90121,2016,5,17,82.38,28.5
6.79601,79.90121,2016,5,18,83.09,28.77
6.79601,79.90121,2016,5,19,84.48,28.49
6.79601,79.90121,2016,5,20,82.19,28.63
6.79601,79.90121,2016,5,21,85.31,28.71
6.79601,79.90121,2016,5,22,86.86,28.74
6.79601,79.90121,2016,5,23,87.24,28.71
6.79601,79.90121,2016,5,24,86.98,28.41
6.79601,79.90121,2016,5,25,83.63,28.47
6.79601,79.90121,2016,5,26,85.19,28.5
6.79601,79.90121,2016,5,27,86.02,28.04
6.79601,79.90121,2016,5,28,83.05,27.48
6.79601,79.90121,2016,5,29,81.71,27.94
6.79601,79.90121,2016,5,30,84.49,28
6.79601,79.90121,2016,5,31,85.41,28.06
6.79601,79.90121,2016,6,1,83.67,28.06
6.79601,79.90121,2016,6,2,84.81,27.84
6.79601,79.90121,2016,6,3,84.73,27.85
6.79601,79.90121,2016,6,4,84.84,28.19
6.79601,79.90121,2016,6,5,81.67,28.22
6.79601,79.90121,2016,6,6,80.47,28.15
6.79601,79.90121,2016,6,7,84.76,28.05
6.79601,79.90121,2016,6,8,87.82,27.87
6.79601,79.90121,2016,6,9,87.98,27.78
6.79601,79.90121,2016,6,10,84.5,27.66
6.79601,79.90121,2016,6,11,85.25,27.54
6.79601,79.90121,2016,6,12,88.29,27.37
6.79601,79.90121,2016,6,13,86.45,27.4
6.79601,79.90121,2016,6,14,85.56,27.45
6.79601,79.90121,2016,6,15,83.47,27.76
6.79601,79.90121,2016,6,16,84.4,27.57
6.79601,79.90121,2016,6,17,85.32,27.44
6.79601,79.90121,2016,6,18,83.42,26.84
6.79601,79.90121,2016,6,19,84,27.07
6.79601,79.90121,2016,6,20,84.36,26.86
6.79601,79.90121,2016,6,21,85.36,26.79
6.79601,79.90121,2016,6,22,83.78,26.66
6.79601,79.90121,2016,6,23,83.94,26.55
6.79601,79.90121,2016,6,24,86.49,26.68
6.79601,79.90121,2016,6,25,87.6,26.73
6.79601,79.90121,2016,6,26,88.86,26.61
6.79601,79.90121,2016,6,27,89.25,26.74
6.79601,79.90121,2016,6,28,91.29,26.74
6.79601,79.90121,2016,6,29,90.83,26.87
6.79601,79.90121,2016,6,30,90.96,26.94
6.79601,79.90121,2016,7,1,88.34,27.22
6.79601,79.90121,2016,7,2,89.15,27.17
6.79601,79.90121,2016,7,3,85.01,27.35
6.79601,79.90121,2016,7,4,85.43,27.19
6.79601,79.90121,2016,7,5,86.01,27.27
6.79601,79.90121,2016,7,6,90.05,27.13
6.79601,79.90121,2016,7,7,86.91,27.25
6.79601,79.90121,2016,7,8,82.86,27.32
6.79601,79.90121,2016,7,9,84.69,27.04
6.79601,79.90121,2016,7,10,82.85,26.92
6.79601,79.90121,2016,7,11,88.16,26.73
6.79601,79.90121,2016,7,12,86.35,26.98
6.79601,79.90121,2016,7,13,84.84,26.85
6.79601,79.90121,2016,7,14,88.48,26.59
6.79601,79.90121,2016,7,15,88.68,26.21
6.79601,79.90121,2016,7,16,85.61,26.3
6.79601,79.90121,2016,7,17,85.6,26.39
6.79601,79.90121,2016,7,18,83.78,26.54
6.79601,79.90121,2016,7,19,83.12,26.59
6.79601,79.90121,2016,7,20,87.69,26.57
6.79601,79.90121,2016,7,21,88.72,26.41
6.79601,79.90121,2016,7,22,85.73,26.58
6.79601,79.90121,2016,7,23,85.28,26.53
6.79601,79.90121,2016,7,24,89.62,26.08
6.79601,79.90121,2016,7,25,89.59,25.61
6.79601,79.90121,2016,7,26,90.44,25.46
6.79601,79.90121,2016,7,27,88.61,26.02
6.79601,79.90121,2016,7,28,87.55,26.42
6.79601,79.90121,2016,7,29,89,26.42
6.79601,79.90121,2016,7,30,87.49,26.3
6.79601,79.90121,2016,7,31,85.73,26.53
6.79601,79.90121,2016,8,1,86.03,26.6
6.79601,79.90121,2016,8,2,86.42,26.7
6.79601,79.90121,2016,8,3,84.61,26.91
6.79601,79.90121,2016,8,4,84.26,27.06
6.79601,79.90121,2016,8,5,86.05,27.06
6.79601,79.90121,2016,8,6,86.62,27.1
6.79601,79.90121,2016,8,7,84.79,27.06
6.79601,79.90121,2016,8,8,83.99,27.12
6.79601,79.90121,2016,8,9,84.68,27.01
6.79601,79.90121,2016,8,10,83.35,27.13
6.79601,79.90121,2016,8,11,84.39,27.04
6.79601,79.90121,2016,8,12,86.12,26.92
6.79601,79.90121,2016,8,13,87.48,26.85
6.79601,79.90121,2016,8,14,86.74,26.84
6.79601,79.90121,2016,8,15,85.3,26.87
6.79601,79.90121,2016,8,16,86.18,26.94
6.79601,79.90121,2016,8,17,84.25,27.04
6.79601,79.90121,2016,8,18,83.86,26.97
6.79601,79.90121,2016,8,19,84.53,26.82
6.79601,79.90121,2016,8,20,87.33,26.71
6.79601,79.90121,2016,8,21,89.8,26.67
6.79601,79.90121,2016,8,22,88.25,26.69
6.79601,79.90121,2016,8,23,86.33,26.55
6.79601,79.90121,2016,8,24,87.71,26.5
6.79601,79.90121,2016,8,25,88.84,26.36
6.79601,79.90121,2016,8,26,87.96,26.23
6.79601,79.90121,2016,8,27,87.66,25.85
6.79601,79.90121,2016,8,28,88.15,25.98
6.79601,79.90121,2016,8,29,88.47,26.3
6.79601,79.90121,2016,8,30,88.5,26.07
6.79601,79.90121,2016,8,31,88.49,25.89
6.79601,79.90121,2016,9,1,86.35,26.09
6.79601,79.90121,2016,9,2,87.31,25.66
6.79601,79.90121,2016,9,3,84.46,26.08
6.79601,79.90121,2016,9,4,87.42,25.91
6.79601,79.90121,2016,9,5,87.04,26.31
6.79601,79.90121,2016,9,6,86.2,26.34
6.79601,79.90121,2016,9,7,80.56,26.27
6.79601,79.90121,2016,9,8,80,26.05
6.79601,79.90121,2016,9,9,82.89,26.32
6.79601,79.90121,2016,9,10,83.42,26.53
6.79601,79.90121,2016,9,11,82.24,26.49
6.79601,79.90121,2016,9,12,84.67,26.51
6.79601,79.90121,2016,9,13,85.99,26.53
6.79601,79.90121,2016,9,14,87.51,26.41
6.79601,79.90121,2016,9,15,86.88,26.6
6.79601,79.90121,2016,9,16,86.39,26.73
6.79601,79.90121,2016,9,17,86.21,26.62
6.79601,79.90121,2016,9,18,85.49,26.51
6.79601,79.90121,2016,9,19,85.67,26.43
6.79601,79.90121,2016,9,20,85.18,26.62
6.79601,79.90121,2016,9,21,86.31,26.45
6.79601,79.90121,2016,9,22,83.44,26.68
6.79601,79.90121,2016,9,23,83.95,26.64
6.79601,79.90121,2016,9,24,83.9,26.67
6.79601,79.90121,2016,9,25,82.44,26.66
6.79601,79.90121,2016,9,26,83.26,26.66
6.79601,79.90121,2016,9,27,83.97,26.79
6.79601,79.90121,2016,9,28,84.52,26.66
6.79601,79.90121,2016,9,29,84.12,26.88
6.79601,79.90121,2016,9,30,84.59,26.79
6.79601,79.90121,2016,10,1,82.86,26.74
6.79601,79.90121,2016,10,2,81.57,26.76
6.79601,79.90121,2016,10,3,82.15,26.67
6.79601,79.90121,2016,10,4,82.78,26.91
6.79601,79.90121,2016,10,5,82.03,27.18
6.79601,79.90121,2016,10,6,80.99,27.04
6.79601,79.90121,2016,10,7,77.23,26.91
6.79601,79.90121,2016,10,8,77.78,26.95
6.79601,79.90121,2016,10,9,81.93,27.2
6.79601,79.90121,2016,10,10,81.08,27.21
6.79601,79.90121,2016,10,11,80.17,27.08
6.79601,79.90121,2016,10,12,80.79,27.25
6.79601,79.90121,2016,10,13,79.92,27.36
6.79601,79.90121,2016,10,14,81.06,27.39
6.79601,79.90121,2016,10,15,82.52,27.08
6.79601,79.90121,2016,10,16,84.74,26.64
6.79601,79.90121,2016,10,17,86.51,26.41
6.79601,79.90121,2016,10,18,85.23,26.89
6.79601,79.90121,2016,10,19,84.08,27.03
6.79601,79.90121,2016,10,20,81.88,27.11
6.79601,79.90121,2016,10,21,80.9,26.94
6.79601,79.90121,2016,10,22,81.51,26.99
6.79601,79.90121,2016,10,23,82.9,26.87
6.79601,79.90121,2016,10,24,87.89,26.23
6.79601,79.90121,2016,10,25,83.88,26.63
6.79601,79.90121,2016,10,26,81.62,26.6
6.79601,79.90121,2016,10,27,81.85,26.66
6.79601,79.90121,2016,10,28,81.81,26.99
6.79601,79.90121,2016,10,29,83.95,27.14
6.79601,79.90121,2016,10,30,84.27,27.23
6.79601,79.90121,2016,10,31,86.89,26.47
6.79601,79.90121,2016,11,1,87.53,26.02
6.79601,79.90121,2016,11,2,86.58,26.31
6.79601,79.90121,2016,11,3,87.52,26.4
6.79601,79.90121,2016,11,4,85.97,26.34
6.79601,79.90121,2016,11,5,86.87,26.68
6.79601,79.90121,2016,11,6,86.46,26.51
6.79601,79.90121,2016,11,7,81.32,26.83
6.79601,79.90121,2016,11,8,76.27,26.93
6.79601,79.90121,2016,11,9,78.42,26.52
6.79601,79.90121,2016,11,10,76.28,27.03
6.79601,79.90121,2016,11,11,78.34,26.92
6.79601,79.90121,2016,11,12,85.44,26.3
6.79601,79.90121,2016,11,13,85.92,26.71
6.79601,79.90121,2016,11,14,82.07,26.99
6.79601,79.90121,2016,11,15,82.44,27.04
6.79601,79.90121,2016,11,16,81.45,27.09
6.79601,79.90121,2016,11,17,81.15,27.15
6.79601,79.90121,2016,11,18,86.66,26.81
6.79601,79.90121,2016,11,19,88.96,26.36
6.79601,79.90121,2016,11,20,83.22,26.54
6.79601,79.90121,2016,11,21,85.27,26.79
6.79601,79.90121,2016,11,22,87.61,26.64
6.79601,79.90121,2016,11,23,84.89,27.04
6.79601,79.90121,2016,11,24,80.02,27.19
6.79601,79.90121,2016,11,25,79.72,27.16
6.79601,79.90121,2016,11,26,81.58,26.89
6.79601,79.90121,2016,11,27,79.51,27.07
6.79601,79.90121,2016,11,28,79.03,26.38
6.79601,79.90121,2016,11,29,75.88,25.95
6.79601,79.90121,2016,11,30,75.77,26.29
6.79601,79.90121,2016,12,1,76.52,26.58
6.79601,79.90121,2016,12,2,81.55,26.36
6.79601,79.90121,2016,12,3,77.5,26.46
6.79601,79.90121,2016,12,4,79.53,26.92
6.79601,79.90121,2016,12,5,79.3,26.95
6.79601,79.90121,2016,12,6,77.17,26.8
6.79601,79.90121,2016,12,7,79.22,26.71
6.79601,79.90121,2016,12,8,84.8,26.75
6.79601,79.90121,2016,12,9,84.45,26.25
6.79601,79.90121,2016,12,10,84.33,26.47
6.79601,79.90121,2016,12,11,79.72,26.79
6.79601,79.90121,2016,12,12,80.54,26.99
6.79601,79.90121,2016,12,13,81.78,26.81
6.79601,79.90121,2016,12,14,78.79,26.74
6.79601,79.90121,2016,12,15,77.87,26.8
6.79601,79.90121,2016,12,16,78.59,26.85
6.79601,79.90121,2016,12,17,81.82,26.89
6.79601,79.90121,2016,12,18,78.11,26.73
6.79601,79.90121,2016,12,19,80.71,26.47
6.79601,79.90121,2016,12,20,85.39,26.6
6.79601,79.90121,2016,12,21,80.71,26.63
6.79601,79.90121,2016,12,22,80.29,26.66
6.79601,79.90121,2016,12,23,70.31,25.69
6.79601,79.90121,2016,12,24,68.61,25.02
6.79601,79.90121,2016,12,25,71.66,25.27
6.79601,79.90121,2016,12,26,76.71,25.93
6.79601,79.90121,2016,12,27,84.38,26.77
6.79601,79.90121,2016,12,28,81.4,26.6
6.79601,79.90121,2016,12,29,81.53,27.02
6.79601,79.90121,2016,12,30,78.45,26.87
6.79601,79.90121,2016,12,31,75.62,26.9
6.79601,79.90121,2017,1,1,79.68,26.52
6.79601,79.90121,2017,1,2,81.29,26.41
6.79601,79.90121,2017,1,3,79.32,26.72
6.79601,79.90121,2017,1,4,75.47,25.78
6.79601,79.90121,2017,1,5,74.57,25.22
6.79601,79.90121,2017,1,6,70.63,25.48
6.79601,79.90121,2017,1,7,70.57,25.34
6.79601,79.90121,2017,1,8,68.03,24.95
6.79601,79.90121,2017,1,9,68.62,25.1
6.79601,79.90121,2017,1,10,71,24.98
6.79601,79.90121,2017,1,11,65.98,25.7
6.79601,79.90121,2017,1,12,66,25.68
6.79601,79.90121,2017,1,13,68.74,25.95
6.79601,79.90121,2017,1,14,67.58,25.69
6.79601,79.90121,2017,1,15,72.72,26.16
6.79601,79.90121,2017,1,16,73.53,25.9
6.79601,79.90121,2017,1,17,70.01,25.32
6.79601,79.90121,2017,1,18,69.79,25.55
6.79601,79.90121,2017,1,19,73.16,26.11
6.79601,79.90121,2017,1,20,79.23,26.42
6.79601,79.90121,2017,1,21,85.73,26.14
6.79601,79.90121,2017,1,22,83,26.39
6.79601,79.90121,2017,1,23,81.55,26.21
6.79601,79.90121,2017,1,24,80.33,26.62
6.79601,79.90121,2017,1,25,85.92,26.04
6.79601,79.90121,2017,1,26,86.45,26.48
6.79601,79.90121,2017,1,27,85.25,26.13
6.79601,79.90121,2017,1,28,79.63,26.34
6.79601,79.90121,2017,1,29,78.87,27
6.79601,79.90121,2017,1,30,80.54,26.77
6.79601,79.90121,2017,1,31,78.28,26.4
6.79601,79.90121,2017,2,1,71.21,26.53
6.79601,79.90121,2017,2,2,69.4,26.47
6.79601,79.90121,2017,2,3,66.73,26.2
6.79601,79.90121,2017,2,4,64.51,25.89
6.79601,79.90121,2017,2,5,67.31,25.97
6.79601,79.90121,2017,2,6,69.39,26.05
6.79601,79.90121,2017,2,7,63.5,26.12
6.79601,79.90121,2017,2,8,68.01,25.93
6.79601,79.90121,2017,2,9,70.78,26.08
6.79601,79.90121,2017,2,10,71.42,26.03
6.79601,79.90121,2017,2,11,69.88,26.34
6.79601,79.90121,2017,2,12,67.13,26.56
6.79601,79.90121,2017,2,13,69.11,26.95
6.79601,79.90121,2017,2,14,79.34,27.28
6.79601,79.90121,2017,2,15,77.94,27.25
6.79601,79.90121,2017,2,16,74.02,27.06
6.79601,79.90121,2017,2,17,69.96,27.1
6.79601,79.90121,2017,2,18,76.01,27.12
6.79601,79.90121,2017,2,19,79.42,26.96
6.79601,79.90121,2017,2,20,79.15,26.37
6.79601,79.90121,2017,2,21,76.63,26.59
6.79601,79.90121,2017,2,22,75.99,26.99
6.79601,79.90121,2017,2,23,76.97,26.99
6.79601,79.90121,2017,2,24,73.77,27.36
6.79601,79.90121,2017,2,25,80.47,26.67
6.79601,79.90121,2017,2,26,76.97,26.17
6.79601,79.90121,2017,2,27,74.61,26.69
6.79601,79.90121,2017,2,28,81.55,27.08
6.79601,79.90121,2017,3,1,83.65,26.46
6.79601,79.90121,2017,3,2,76.68,27.34
6.79601,79.90121,2017,3,3,78.24,27.16
6.79601,79.90121,2017,3,4,84.17,26.57
